parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,wise1,wise2,av50
       1.6518541,       10.276897,10.788306 ,9.646308  ,      8.82000,      8.32300,      8.21600,      8.13700,      8.19800,      0.17207614
       1.1925948,       9.8427410,10.373568 ,9.203061  ,      8.37300,      7.90100,      7.80100,      7.68200,      7.77900,      0.17771989
      0.49576805,       10.754548,11.335952 ,10.059017 ,      9.16500,      8.51400,      8.45100,      8.35200,      8.40800,      0.29928697
       3.4397423,       10.258213,10.491176 ,9.908964  ,      9.53400,      9.38500,      9.33600,      9.27700,      9.29600,       0.0000000
      0.39161724,       10.266577,11.0509615,9.43712   ,      8.25500,      7.53300,      7.32200,      7.17000,      7.35200,      0.40337071
       2.5350144,       10.718982,10.972809 ,10.332236 ,      9.89000,      9.67800,      9.64100,      9.59900,      9.62000,      0.43530642
       1.2803098,       10.372113,11.025454 ,9.630052  ,      8.66800,      8.06500,      7.88300,      7.79700,      7.95800,      0.23850507
      0.54413113,       10.298716,11.141259 ,9.422695  ,      8.17500,      7.43600,      7.24800,      7.02300,      7.27600,      0.65247984
       3.1189679,       10.177987,10.463535 ,9.756961  ,      9.27600,      9.06200,      9.00200,      8.92800,      8.95900,      0.19177964
       1.3794450,       9.5791560,10.161467 ,8.889646  ,      8.02800,      7.48800,      7.27100,      7.11100,      7.31100,      0.24158487
       3.9283655,       9.9926590,10.328785 ,9.516833  ,      8.95800,      8.69800,      8.64800,      8.57900,      8.58800,      0.28104073
      0.99052819,       11.096705,11.868582 ,10.267038 ,      9.03700,      8.43400,      8.24800,      8.11300,      8.19100,      0.95518454
       6.7790238,       9.9671010,10.287972 ,9.507961  ,      8.95300,      8.76600,      8.64300,      8.57500,      8.62900,      0.40331155
      0.36804360,       10.652380,11.5731945,9.736258  ,      8.34100,      7.50500,      7.31100,      7.20600,      7.32300,      0.63939554
       6.8537437,       9.6698920,9.986693  ,9.21576   ,      8.69500,      8.45300,      8.37200,      8.30200,      8.33100,      0.24457168
       1.1173138,       10.117837,10.684307 ,9.4463215 ,      8.55900,      8.03500,      7.90700,      7.81500,      7.93700,      0.21517097
      0.73848079,       11.199847,11.684103 ,10.584183 ,      9.75100,      9.29000,      9.22400,      9.16500,      9.24600,      0.21513060
       1.4292356,       11.196601,11.6938505,10.584815 ,      9.79100,      9.32700,      9.22800,      9.19300,      9.26200,      0.37234481
       3.1341518,       10.670355,10.9317465,10.284115 ,      9.83400,      9.63900,      9.61000,      9.54800,      9.56300,      0.16912778
      0.39161724,       10.266577,11.0509615,9.43712   ,      8.25500,      7.53300,      7.32200,      7.17000,      7.35200,      0.22909362
       3.4397423,       10.258213,10.491176 ,9.908964  ,      9.53400,      9.38500,      9.33600,      9.27700,      9.29600,     0.041102603
      0.98011673,       10.429769,10.9369545,9.800092  ,      8.99100,      8.51600,      8.40600,      8.31100,      8.38700,      0.13158361
       1.3662661,       9.6637940,10.182816 ,9.020447  ,      8.21100,      7.73700,      7.60600,      7.43200,      7.59500,      0.31530645
       1.1925948,       9.8427410,10.373568 ,9.203061  ,      8.37300,      7.90100,      7.80100,      7.68200,      7.77900,     0.063439277
       3.9283655,       9.9926590,10.328785 ,9.516833  ,      8.95800,      8.69800,      8.64800,      8.57900,      8.58800,      0.28628556
      0.99052819,       11.096705,11.868582 ,10.267038 ,      9.03700,      8.43400,      8.24800,      8.11300,      8.19100,       1.1008904
       6.7790238,       9.9671010,10.287972 ,9.507961  ,      8.95300,      8.76600,      8.64300,      8.57500,      8.62900,      0.44532960
      0.36804360,       10.652380,11.5731945,9.736258  ,      8.34100,      7.50500,      7.31100,      7.20600,      7.32300,      0.90899208
       6.8537437,       9.6698920,9.986693  ,9.21576   ,      8.69500,      8.45300,      8.37200,      8.30200,      8.33100,      0.25978890
       4.0767828,       10.767283,11.045996 ,10.357584 ,      9.88900,      9.67800,      9.63000,      9.59900,      9.63700,       0.0000000
       1.3487832,       9.7355860,10.352981 ,9.019729  ,      8.06500,      7.47600,      7.30400,      7.15100,      7.33100,      0.33971707
       1.6121929,       9.4283350,9.929626  ,8.804972  ,      7.99300,      7.51800,      7.38300,      7.25800,      7.42400,      0.20330609
       1.7612081,       9.5749660,10.157656 ,8.855917  ,      7.91100,      7.36100,      7.17700,      7.05400,      7.22300,      0.29077294
       1.4954608,       11.209241,11.8124695,10.504932 ,      9.58100,      9.03900,      8.92400,      8.84400,      8.95400,      0.10376384
       1.4920975,       9.5683370,10.085407 ,8.929571  ,      8.11400,      7.60100,      7.50100,      7.33200,      7.50100,      0.43832780
       1.5662340,       9.6469930,10.16821  ,9.005639  ,      8.16400,      7.67700,      7.55700,      7.44500,      7.57700,      0.18734996
       3.2546140,       10.209787,10.502891 ,9.785918  ,      9.32800,      9.07300,      9.00400,      8.98100,      9.00300,       0.0000000
       1.0827943,       10.533804,11.12168  ,9.839726  ,      8.97000,      8.41100,      8.24800,      8.16900,      8.27500,     0.029688472
       5.6605912,       9.3295220,9.874074  ,8.678861  ,      7.86800,      7.37000,      7.25100,      7.12300,      7.24700,     0.093180181
       2.4642306,       10.887473,11.410178 ,10.241346 ,      9.44300,      8.90500,      8.80700,      8.75100,      8.81700,      0.18763445
       1.7590098,       10.111924,10.709324 ,9.410729  ,      8.50800,      7.94300,      7.80700,      7.68600,      7.80400,      0.13811890
      0.76945833,       11.751183,12.333325 ,11.053184 ,      10.1070,      9.61300,      9.42500,      9.39200,      9.47000,      0.54161482
      0.94643417,       11.822385,12.449211 ,11.089729 ,      10.1040,      9.50300,      9.39500,      9.30800,      9.40300,      0.36172920
      0.46525997,       12.577525,13.238001 ,11.802343 ,      10.6930,      10.1410,      9.97500,      9.88900,      9.98900,      0.78658775
       2.1250574,       12.038105,12.346517 ,11.569869 ,      11.0460,      10.7890,      10.7400,      10.6110,      10.6850,      0.25178827
       3.5890708,       10.643646,11.01404  ,10.142862 ,      9.56300,      9.27500,      9.18700,      9.15900,      9.19500,      0.16779701
      0.75824157,       11.533523,12.103921 ,10.844321 ,      10.0030,      9.43900,      9.27500,      9.21400,      9.31000,      0.16220266
       2.5486487,       9.7305710,10.270205 ,9.078613  ,      8.24300,      7.70700,      7.63200,      7.48700,      7.62300,     0.075484341
       1.6518541,       10.276897,10.788306 ,9.646308  ,      8.82000,      8.32300,      8.21600,      8.13700,      8.19800,      0.31797803
       1.1925948,       9.8427410,10.373568 ,9.203061  ,      8.37300,      7.90100,      7.80100,      7.68200,      7.77900,      0.11470688
       1.3662661,       9.6637940,10.182816 ,9.020447  ,      8.21100,      7.73700,      7.60600,      7.43200,      7.59500,      0.14578032
      0.49576805,       10.754548,11.335952 ,10.059017 ,      9.16500,      8.51400,      8.45100,      8.35200,      8.40800,      0.29531598
       3.4397423,       10.258213,10.491176 ,9.908964  ,      9.53400,      9.38500,      9.33600,      9.27700,      9.29600,       0.0000000
      0.39161724,       10.266577,11.0509615,9.43712   ,      8.25500,      7.53300,      7.32200,      7.17000,      7.35200,      0.36557689
      0.75498603,       11.239059,11.760278 ,10.591356 ,      9.83000,      9.22900,      9.15300,      9.03600,      9.10300,      0.13819111
      0.85208849,       11.087939,11.635541 ,10.425762 ,      9.56900,      9.06100,      8.93500,      8.87400,      8.94900,      0.10870409
      0.40887620,       10.879521,11.649585 ,10.053441 ,      8.89400,      8.16400,      7.95600,      7.87400,      7.99700,      0.35402740
       4.9131278,       10.286193,10.55395  ,9.888923  ,      9.47600,      9.28200,      9.18600,      9.15300,      9.19000,      0.12146541
       3.1556175,       11.092240,11.590515 ,10.4658165,      9.70600,      9.22500,      9.13500,      9.05300,      9.10400,      0.10894822
      0.86321818,       11.029560,11.594505 ,10.36     ,      9.52700,      8.96100,      8.83300,      8.75300,      8.86400,      0.18441249
      0.89666447,       10.804723,11.363299 ,10.132057 ,      9.30400,      8.74300,      8.60100,      8.53400,      8.64300,      0.25584793
       1.8802314,       10.763798,11.299947 ,10.104859 ,      9.27600,      8.72500,      8.62500,      8.58800,      8.64400,     0.095025561
      0.87453382,       10.967626,11.519399 ,10.3031435,      9.50700,      8.93900,      8.80800,      8.73100,      8.82400,     0.052150712
      0.84147876,       10.680160,11.166561 ,10.063071 ,      9.27400,      8.78900,      8.68300,      8.61600,      8.70100,       0.0000000
       1.2803098,       10.372113,11.025454 ,9.630052  ,      8.66800,      8.06500,      7.88300,      7.79700,      7.95800,      0.23657742
       3.9661936,       10.933275,11.179897 ,10.555059 ,      10.1780,      9.90300,      9.89300,      9.83000,      9.87600,       0.0000000
       3.0522908,       10.672369,10.910282 ,10.306553 ,      9.90600,      9.65200,      9.63300,      9.60100,      9.62400,       0.0000000
       2.7988894,       11.962400,12.282258 ,11.500003 ,      10.9970,      10.7380,      10.6820,      10.6420,      10.6770,      0.10236466
       2.9204616,       12.150479,12.4703045,11.678243 ,      11.1110,      10.8520,      10.7690,      10.7430,      10.7930,      0.14141459
       2.7278991,       10.827743,11.0887165,10.433728 ,      9.97400,      9.77500,      9.72700,      9.68100,      9.70600,     0.040816229
       2.0055759,       11.115479,11.388419 ,10.727039 ,      10.2630,      10.0320,      9.99800,      9.95200,      9.97400,      0.19373844
       2.8224139,       10.515410,10.801794 ,10.092065 ,      9.66200,      9.40400,      9.32000,      9.28800,      9.31200,       0.0000000
      0.64597669,       10.439700,11.158673 ,9.645601  ,      8.58600,      7.87400,      7.70000,      7.57800,      7.72800,      0.36394183
       1.3957512,       11.539633,12.071548 ,10.855615 ,      9.99700,      9.49600,      9.37900,      9.29800,      9.38500,      0.19285333
       4.1735156,       9.1455520,9.410932  ,8.76205   ,      8.32400,      8.12400,      8.06900,      8.02000,      8.03500,       0.0000000
       3.4005339,       10.711604,10.981415 ,10.314321 ,      9.89500,      9.68500,      9.61900,      9.57400,      9.60400,      0.16885026
       8.0510547,       11.269293,11.727452 ,10.682229 ,      9.98100,      9.54700,      9.42700,      9.40800,      9.47500,       0.0000000
      0.87531889,       11.068817,11.629119 ,10.391633 ,      9.51300,      8.99300,      8.89500,      8.78400,      8.88800,      0.14895697
       3.0875690,       10.502545,10.800277 ,10.075049 ,      9.56200,      9.38500,      9.30200,      9.25000,      9.27000,      0.21873928
      0.36114284,       11.488568,12.194387 ,10.702911 ,      9.63300,      8.92700,      8.77000,      8.70500,      8.81600,      0.39121974
       4.2726846,       10.984637,11.319629 ,10.511213 ,      9.94800,      9.69300,      9.62100,      9.59700,      9.62800,      0.12983115
      0.86305587,       11.121006,11.695294 ,10.433579 ,      9.52300,      9.00800,      8.87900,      8.78900,      8.89900,      0.22049923
       16.927947,       10.752890,11.442642 ,9.975509  ,      8.99200,      8.38600,      8.28500,      8.22500,      8.30100,      0.36095842
       5.7141887,       11.013865,11.36596  ,10.523147 ,      9.97600,      9.68200,      9.59500,      9.55800,      9.59600,       0.0000000
       3.1083672,       11.185944,11.528927 ,10.702412 ,      10.1380,      9.87800,      9.82100,      9.77300,      9.80600,      0.25754284
       1.9302450,       9.6415820,10.285005 ,8.92007   ,      7.89100,      7.34300,      7.18600,      7.08200,      7.25000,      0.25118065
       3.8120317,       10.862077,11.218198 ,10.365921 ,      9.81800,      9.50700,      9.44100,      9.36400,      9.40600,       0.0000000
       1.1578355,       9.4710740,10.150986 ,8.713724  ,      7.67300,      7.04500,      6.86300,      6.79400,      6.91100,      0.30810638
       1.6814073,       9.5900755,10.176206 ,8.9082985 ,      7.96100,      7.44600,      7.29100,      7.17300,      7.34000,      0.21205866
       2.9379162,       9.4719410,9.701735  ,9.13199   ,      8.75300,      8.55400,      8.54900,      8.49800,      8.51500,      0.17316967
       2.5835626,       11.027963,11.283233 ,10.644132 ,      10.2050,      10.0200,      9.97900,      9.91100,      9.93100,      0.29125508
       6.2241607,       8.5949510,8.852267  ,8.237268  ,      7.83600,      7.63800,      7.59600,      7.51100,      7.59300,       0.0000000
       5.6605912,       9.3295220,9.874074  ,8.678861  ,      7.86800,      7.37000,      7.25100,      7.12300,      7.24700,     0.088442361
       3.1709669,       10.936646,11.19855  ,10.552101 ,      10.1220,      9.87100,      9.86700,      9.81000,      9.83700,       0.0000000
       3.9681513,       10.938583,11.22674  ,10.516682 ,      10.0250,      9.74600,      9.75600,      9.72000,      9.75000,     0.014053106
       2.6035721,       11.363245,11.928376 ,10.687809 ,      9.87000,      9.35500,      9.23900,      9.15600,      9.24400,     0.073881871
       3.7676628,       10.134659,10.466645 ,9.675371  ,      9.18900,      8.88900,      8.85200,      8.78200,      8.81800,     0.079108485
       3.2859074,       10.728747,11.070612 ,10.243391 ,      9.68500,      9.34400,      9.29300,      9.24900,      9.28700,     0.053118605
       1.6825626,       10.940615,11.553534 ,10.223325 ,      9.29200,      8.76600,      8.59100,      8.51700,      8.63000,      0.19760264
       7.7770059,       10.453873,10.826402 ,9.948728  ,      9.37100,      9.03300,      8.98300,      8.94500,      8.98100,     0.063269958
       8.1779866,       10.879445,11.272844 ,10.352257 ,      9.75100,      9.34700,      9.30600,      9.22500,      9.30900,       0.0000000
      0.47138841,       10.353739,11.210141 ,9.4793    ,      8.22800,      7.42500,      7.23500,      7.09300,      7.28300,      0.38535512
       5.8122771,       10.829640,11.239793 ,10.280926 ,      9.62400,      9.25500,      9.17600,      9.07400,      9.11600,      0.17070246
       6.1970412,       8.9950730,9.21572   ,8.666896  ,      8.32700,      8.16300,      8.09400,      8.04600,      8.08400,       0.0000000
       1.6757802,       11.055973,11.577246 ,10.410899 ,      9.59400,      9.08600,      8.95500,      8.91100,      8.96800,     0.072498326
       7.7006979,       9.9260130,10.246126 ,9.470561  ,      8.93400,      8.64400,      8.56600,      8.53000,      8.57600,      0.11940468
       6.7677712,       8.7578160,8.996043  ,8.419764  ,      8.03600,      7.85100,      7.79000,      7.73800,      7.78800,    0.0016448445
       3.1778937,       10.432611,10.76943  ,9.958795  ,      9.45200,      9.14300,      9.07600,      9.04300,      9.08700,     0.073333393
       5.5407052,       10.565090,10.871323 ,10.127781 ,      9.65400,      9.37800,      9.33400,      9.26900,      9.28400,       0.0000000
       1.3362051,       10.948671,11.543661 ,10.2464905,      9.29900,      8.78100,      8.63800,      8.57100,      8.65800,      0.13868804
      0.42836771,       10.323263,10.942745 ,9.60056   ,      8.66800,      8.02300,      7.89700,      7.80000,      7.87100,      0.24626051
       3.8591330,       9.1469890,9.404979  ,8.777885  ,      8.38000,      8.19800,      8.09400,      8.06000,      8.04800,       0.0000000
       4.2272713,       9.2184760,9.440065  ,8.875679  ,      8.55700,      8.31900,      8.31400,      8.26400,      8.27100,       0.0000000
       8.0374253,       9.8010750,10.110404 ,9.362799  ,      8.85200,      8.55200,      8.46000,      8.45100,      8.45400,       0.0000000
       4.9708733,       10.504441,10.836994 ,10.040324 ,      9.54500,      9.28300,      9.18100,      9.18200,      9.20900,      0.16793725
       1.2367224,       10.971412,11.557574 ,10.281999 ,      9.37500,      8.83700,      8.69500,      8.64600,      8.73600,      0.18899677
       4.1238483,       10.320363,10.619088 ,9.892586  ,      9.42500,      9.16100,      9.09200,      9.06700,      9.10500,       0.0000000
       1.9515217,       11.283111,11.533842 ,10.902111 ,      10.4590,      10.2950,      10.2200,      10.1700,      10.1770,     0.056075982
      0.58031177,       11.347504,11.986078 ,10.605593 ,      9.59300,      8.98800,      8.85800,      8.77300,      8.87500,      0.33226234
      0.84118229,       11.117944,11.77794  ,10.369845 ,      9.36300,      8.79300,      8.63200,      8.52000,      8.64900,      0.35581048
       3.6581093,       11.268767,11.634106 ,10.760443 ,      10.1380,      9.81800,      9.74700,      9.72200,      9.76200,      0.19454731
       1.7171672,       10.857950,11.415718 ,10.190015 ,      9.32400,      8.82600,      8.69300,      8.62600,      8.69900,      0.31245092
      0.68017200,       10.988427,11.596178 ,10.278684 ,      9.32200,      8.80800,      8.65100,      8.56100,      8.67900,      0.30594727
       1.1729779,       10.609199,11.193258 ,9.915392  ,      9.03000,      8.44800,      8.34000,      8.27000,      8.37300,      0.26729198
      0.98937429,       11.114850,11.797685 ,10.35261  ,      9.32400,      8.74200,      8.58500,      8.46700,      8.62200,      0.33282913
      0.85144508,       11.636394,12.216275 ,10.942101 ,      10.0230,      9.50900,      9.37400,      9.28400,      9.36100,      0.31146509
       3.9286780,       10.647139,11.043205 ,10.117129 ,      9.52500,      9.20600,      9.13900,      9.07800,      9.14000,     0.046957195
       5.7141887,       11.013865,11.36596  ,10.523147 ,      9.97600,      9.68200,      9.59500,      9.55800,      9.59600,       0.0000000
       1.4504112,       10.678933,11.3302965,9.936417  ,      8.92600,      8.37300,      8.20700,      8.10800,      8.22100,      0.37769571
      0.20482735,       11.683613,12.495789 ,10.8233185,      9.59400,      8.81500,      8.64400,      8.55700,      8.68000,      0.27979068
      0.24434678,       11.052741,11.963216 ,10.147713 ,      8.86700,      7.97200,      7.81200,      7.70700,      7.86800,      0.39657552
       2.8278621,       10.933352,11.242677 ,10.48689  ,      9.97300,      9.72600,      9.65200,      9.61400,      9.65500,     0.049552138
       2.9192889,       10.967135,11.357828 ,10.444405 ,      9.84800,      9.49900,      9.39500,      9.35300,      9.41700,     0.081140406
       6.7202603,       10.871292,11.257074 ,10.353304 ,      9.74500,      9.40800,      9.35900,      9.29100,      9.34800,       0.0000000
       10.697740,       11.387182,11.919581 ,10.733807 ,      9.91800,      9.39100,      9.28100,      9.23400,      9.28800,       0.0000000
       2.7410158,       10.907955,11.13021  ,10.570155 ,      10.2050,      10.0210,      10.0130,      9.94900,      9.97900,     0.010114442
       4.7213093,       10.583488,10.902693 ,10.135243 ,      9.67900,      9.41000,      9.37100,      9.29300,      9.34800,     0.091969175
      0.92994867,       10.441690,10.9657755,9.797333  ,      8.94400,      8.44500,      8.33900,      8.26900,      8.36800,      0.13089430
       3.5958020,       11.317713,11.644483 ,10.853444 ,      10.3250,      10.0320,      9.97900,      9.94800,      9.98500,    0.0024970285
      0.82178929,       10.766664,11.297271 ,10.115565 ,      9.32600,      8.72900,      8.67100,      8.57800,      8.67800,      0.32894172
       7.4444583,       11.176220,11.600393 ,10.620196 ,      9.97900,      9.59200,      9.49600,      9.46000,      9.51500,       0.0000000
       1.9677646,       11.059100,11.364172 ,10.615429 ,      10.0980,      9.83900,      9.79500,      9.73500,      9.76900,      0.20335603
       1.4905018,       11.389095,11.855507 ,10.7851305,      10.0750,      9.58700,      9.50000,      9.41100,      9.47500,     0.034237157
       9.5094397,       11.417636,11.984613 ,10.735518 ,      9.89200,      9.40000,      9.28400,      9.24100,      9.32500,      0.11674894
       2.6432736,       10.916495,11.22175  ,10.470828 ,      10.0090,      9.68200,      9.60700,      9.58000,      9.61300,       0.0000000
       2.9104103,       10.517697,10.732472 ,10.188545 ,      9.82300,      9.66400,      9.61200,      9.58700,      9.60900,       0.0000000
      0.62782896,       11.618598,12.246475 ,10.890689 ,      9.92000,      9.37500,      9.23700,      9.14500,      9.26900,      0.17203853
       1.1511929,       11.351861,11.955917 ,10.639954 ,      9.71100,      9.15500,      9.00300,      8.94700,      9.05600,      0.16272416
       7.4301598,       11.469742,11.925493 ,10.872292 ,      10.0880,      9.67000,      9.58400,      9.50400,      9.53800,      0.23934534
       4.3730609,       10.863148,11.225655 ,10.370945 ,      9.82700,      9.51900,      9.44600,      9.41700,      9.47000,      0.20637173
      0.27146704,       11.357899,12.151151 ,10.511785 ,      9.27400,      8.52100,      8.40100,      8.29900,      8.43400,      0.47313092
      0.44140208,       10.717236,11.486284 ,9.889735  ,      8.73100,      7.98300,      7.82900,      7.73400,      7.88700,      0.29708501
       2.1459808,       10.037836,10.641324 ,9.331898  ,      8.45100,      7.86600,      7.74600,      7.61700,      7.76900,      0.11838989
       3.1388556,       10.010745,10.300923 ,9.591759  ,      9.14100,      8.93400,      8.85400,      8.80800,      8.82600,       0.0000000
      0.71738794,       11.164293,11.715918 ,10.509532 ,      9.70800,      9.15600,      8.99400,      8.94900,      9.06800,     0.066714280
       1.4280917,       10.831826,11.009788 ,10.545807 ,      10.2460,      10.1160,      10.0620,      10.0180,      10.0300,     0.074961349
      0.28531335,       11.481260,12.2412405,10.655946 ,      9.51000,      8.83000,      8.61700,      8.51800,      8.66700,      0.22961480
       3.3954100,       10.762839,11.014891 ,10.382981 ,      9.96100,      9.74300,      9.71400,      9.66700,      9.69100,      0.10696338
       3.1358975,       10.755727,11.010085 ,10.373153 ,      9.95300,      9.80800,      9.71400,      9.66400,      9.69900,       0.0000000
       2.9885075,       11.260767,11.589388 ,10.776015 ,      10.2380,      9.91900,      9.81700,      9.77100,      9.80500,       0.0000000
       3.5240019,       10.852148,11.082748 ,10.497376 ,      10.1300,      9.93000,      9.90000,      9.84500,      9.86600,       0.0000000
       2.8644339,       10.690770,10.940386 ,10.311154 ,      9.90400,      9.72200,      9.63200,      9.58000,      9.61500,     0.056700699
       4.3297775,       10.863359,11.218886 ,10.369707 ,      9.82200,      9.50300,      9.46500,      9.39800,      9.43400,     0.042892852
      0.64144370,       11.012343,11.700262 ,10.242968 ,      9.19800,      8.52200,      8.39000,      8.28700,      8.41000,      0.35898826
       3.2828781,       10.992339,11.2754345,10.577704 ,      10.1650,      9.87600,      9.88800,      9.79400,      9.83000,     0.027054996
       8.0057616,       10.046197,10.358301 ,9.605693  ,      9.09000,      8.83200,      8.79400,      8.59500,      8.60400,       0.0000000
      0.25278935,       11.399813,12.317743 ,10.485773 ,      9.19400,      8.29000,      8.10500,      7.97000,      8.08600,      0.68515534
       6.9595329,       11.703831,12.15695  ,11.115112 ,      10.4060,      9.95600,      9.91700,      9.85100,      9.89500,       0.0000000
       6.0149015,       11.853338,12.31164  ,11.263504 ,      10.5580,      10.1180,      10.0830,      10.0140,      10.0750,     0.071771851
       2.2036724,       11.557405,11.946045 ,11.03019  ,      10.4250,      10.1100,      10.0170,      9.97200,      10.0340,       0.0000000
       2.2025922,       11.765912,12.112253 ,11.272622 ,      10.6810,      10.3890,      10.3260,      10.2770,      10.3190,     0.060245469
       4.4681326,       11.360695,11.662128 ,10.912504 ,      10.4080,      10.1530,      10.0540,      10.0280,      10.0460,    0.0015550641
      0.57299005,       12.056791,12.634819 ,11.358312 ,      10.4600,      9.88600,      9.72600,      9.68500,      9.76100,      0.20936824
      0.70656746,       11.727192,12.291955 ,11.042113 ,      10.1300,      9.57600,      9.45600,      9.40400,      9.48000,      0.19301671
      0.50046354,       11.720482,12.35222  ,10.982219 ,      9.98500,      9.37500,      9.24200,      9.15000,      9.26500,      0.24553491
       2.7754017,       11.789944,12.124721 ,11.304558 ,      10.7860,      10.4580,      10.3980,      10.3560,      10.3750,     0.092038657
       2.7521767,       11.346127,11.6057005,10.954049 ,      10.5020,      10.2740,      10.2230,      10.1650,      10.2010,      0.19812271
       2.3069306,       12.546356,12.919268 ,12.003428 ,      11.4150,      11.0070,      10.9280,      10.8650,      10.9040,      0.17495226
       4.0723501,       12.097632,12.478067 ,11.571592 ,      10.9570,      10.5890,      10.5490,      10.5120,      10.5510,       0.0000000
       3.3817950,       12.286196,12.667066 ,11.760515 ,      11.1440,      10.7830,      10.7410,      10.7030,      10.7590,     0.024888187
       4.5993939,       12.729957,13.213698 ,12.107487 ,      11.3190,      10.8560,      10.8080,      10.7520,      10.7960,     0.082676917
       2.9059731,       12.258254,12.5872   ,11.776747 ,      11.2200,      10.9270,      10.8830,      10.8430,      10.8770,       0.0000000
       4.2934600,       12.553095,13.060356 ,11.917473 ,      11.1730,      10.7100,      10.6400,      10.5700,      10.6380,      0.12007527
      0.51170542,       12.750171,13.275604 ,12.086168 ,      11.2250,      10.6900,      10.5750,      10.5140,      10.6040,      0.25040525
       1.8439146,       12.391670,12.682987 ,11.940088 ,      11.3680,      11.0770,      11.0190,      11.0090,      11.0260,      0.19183749
       4.2298031,       11.969309,12.338155 ,11.450914 ,      10.8720,      10.5160,      10.4370,      10.3960,      10.4430,     0.055587339
       4.5568427,       12.318670,12.725846 ,11.686728 ,      10.9380,      10.5250,      10.4210,      10.3280,      10.3890,      0.17224880
       3.6027669,       12.420312,12.792617 ,11.901526 ,      11.2720,      10.9340,      10.8560,      10.8600,      10.9080,       0.0000000
       1.0687544,       12.564073,13.060192 ,11.930653 ,      11.1190,      10.6270,      10.5320,      10.4910,      10.5500,      0.14129748
       7.8642997,       9.4040500,9.755384  ,8.931473  ,      8.38400,      8.15100,      8.02900,      7.95500,      8.02000,       0.0000000
       1.4405742,       10.125537,10.707343 ,9.444214  ,      8.56900,      7.95600,      7.90800,      7.76900,      7.90400,      0.19867829
       3.5448270,       11.188660,11.507584 ,10.719615 ,      10.1260,      9.82700,      9.74300,      9.68800,      9.71500,      0.27609141
       3.8556923,       11.151924,11.494751 ,10.676363 ,      10.1330,      9.86700,      9.77700,      9.73700,      9.79500,      0.12829553
      0.80392453,       10.580239,11.2883625,9.795526  ,      8.70100,      8.10900,      7.90500,      7.80800,      7.96900,      0.31220696
       7.7326603,       11.339823,11.840472 ,10.712726 ,      9.97200,      9.52700,      9.42300,      9.38100,      9.45400,      0.12101406
      0.87094600,       10.954729,11.510353 ,10.281252 ,      9.42400,      8.86600,      8.78700,      8.68100,      8.77300,      0.22541672
       1.3062930,       10.372675,10.998093 ,9.652056  ,      8.67300,      8.14200,      7.97500,      7.88400,      8.00400,      0.33280798
       1.5618371,       11.529913,12.053553 ,10.884724 ,      10.0820,      9.60200,      9.49800,      9.42100,      9.48200,      0.15687978
       1.0431478,       10.488514,11.044125 ,9.826249  ,      8.96500,      8.42300,      8.30900,      8.23100,      8.34000,      0.22142440
       2.8170154,       11.533657,11.805922 ,11.119809 ,      10.6630,      10.4150,      10.3810,      10.3290,      10.3540,       0.0000000
       5.4815469,       11.940297,12.372739 ,11.365709 ,      10.6890,      10.2760,      10.1960,      10.1790,      10.2320,     0.088649934
       1.8017054,       11.581935,11.8495245,11.174037 ,      10.7350,      10.4920,      10.4530,      10.4260,      10.4630,       0.0000000
       1.8169679,       10.763270,11.255422 ,10.14023  ,      9.38200,      8.89900,      8.77100,      8.72000,      8.78600,     0.050020612
       2.4109784,       11.407690,11.778207 ,10.899462 ,      10.3360,      10.0140,      9.91900,      9.84900,      9.88400,     0.011996723
       2.1651698,       11.053397,11.327031 ,10.649453 ,      10.1630,      9.93000,      9.89600,      9.83100,      9.88200,     0.062295787
       1.9569753,       10.759476,10.980447 ,10.410906 ,      10.0410,      9.84100,      9.77800,      9.76200,      9.76200,       0.0000000
       1.6910283,       10.994934,11.259882 ,10.609581 ,      10.1430,      9.93200,      9.90400,      9.85800,      9.88100,     0.041655972
       5.6139151,       10.377267,10.664845 ,9.958068  ,      9.48800,      9.28800,      9.21100,      9.12900,      9.18900,      0.11033668
       3.2064106,       10.577284,10.823668 ,10.209546 ,      9.81200,      9.62100,      9.55000,      9.51900,      9.54100,       0.0000000
       8.7405872,       10.529395,10.966062 ,9.957911  ,      9.28300,      8.89300,      8.79000,      8.70900,      8.73200,      0.31666673
       2.5414686,       10.241324,10.46611  ,9.912951  ,      9.55600,      9.42200,      9.34100,      9.30600,      9.31900,       0.0000000
       4.3049495,       10.275754,10.56804  ,9.853974  ,      9.41500,      9.17000,      9.09100,      9.06000,      9.09600,       0.0000000
       1.5771277,       10.888700,11.487537 ,10.187145 ,      9.27100,      8.68000,      8.58600,      8.50400,      8.57100,      0.29714107
       3.9092259,       10.827191,11.1463175,10.372539 ,      9.87800,      9.59100,      9.53600,      9.48200,      9.52200,     0.036363088
       1.8196560,       9.9887850,10.594796 ,9.284335  ,      8.33500,      7.79900,      7.65400,      7.53100,      7.66200,      0.24298792
      0.58707538,       11.046745,11.558214 ,10.416362 ,      9.61500,      9.10600,      8.99400,      8.93400,      9.01200,       0.0000000
       3.9861187,       10.238152,10.552511 ,9.797606  ,      9.28800,      9.01000,      8.92300,      8.89100,      8.91200,      0.22210880
