parallax,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,wise1,wise2,av50
       1.1787059,       11.577134,12.142842 ,10.89327  ,      10.0660,      9.48200,      9.37700,      9.30500,      9.40200,      0.10894945
       5.8026785,       10.976651,11.325476 ,10.492859 ,      9.92600,      9.65100,      9.56100,      9.52800,      9.57000,     0.077218316
       11.272788,       11.285777,11.87154  ,10.588859 ,      9.73600,      9.20800,      9.06900,      9.00500,      9.04100,      0.32604833
       4.5538340,       10.626108,10.930474 ,10.157051 ,      9.64900,      9.32900,      9.26000,      9.20500,      9.23900,     0.042059472
      0.25697632,       11.001120,11.623929 ,10.276188 ,      9.28200,      8.66900,      8.54900,      8.58200,      8.52700,     0.062928814
      0.79633363,       11.365006,11.957645 ,10.664631 ,      9.75200,      9.20800,      9.07100,      8.99400,      9.09500,      0.22748685
      0.37493334,       11.598249,12.2549925,10.842508 ,      9.82900,      9.16900,      9.03700,      8.94400,      9.06300,      0.34253471
       7.9455234,       10.826190,11.208536 ,10.307231 ,      9.73000,      9.31800,      9.26600,      9.22000,      9.26000,       0.0000000
      0.76844752,       11.522801,12.139693 ,10.808998 ,      9.87500,      9.30200,      9.16300,      9.07100,      9.16800,      0.33579428
       3.8174128,       11.364189,11.541104 ,10.701409 ,      10.1340,      9.83300,      9.70400,      9.66600,      9.69900,       0.0000000
       1.6435300,       11.064307,11.368102 ,10.615759 ,      10.1040,      9.86200,      9.75400,      9.73400,      9.76300,      0.20169337
       2.5701857,       10.865740,11.118831 ,10.4839325,      10.0670,      9.83100,      9.81700,      9.77700,      9.80000,     0.071257838
       3.5467931,       10.972518,11.230398 ,10.583383 ,      10.1430,      9.95500,      9.89500,      9.86300,      9.88000,       0.0000000
       2.2558684,       11.759635,12.052922 ,11.3219795,      10.8530,      10.6150,      10.5730,      10.5070,      10.5530,       0.0000000
       2.9640820,       11.429803,11.768581 ,10.949975 ,      10.3710,      10.0550,      9.98200,      9.96100,      9.99200,       0.0000000
       3.2346136,       11.860137,12.216165 ,11.360342 ,      10.7770,      10.4690,      10.4270,      10.3630,      10.4060,       0.0000000
       3.6866094,       11.793093,12.208759 ,11.235657 ,      10.5840,      10.2310,      10.1400,      10.0470,      10.1190,      0.24655212
       2.1990656,       11.987705,12.455706 ,11.383016 ,      10.6570,      10.2130,      10.1200,      10.0630,      10.1350,     0.046057480
       2.1133106,       10.777307,11.322597 ,10.111189 ,      9.26400,      8.71800,      8.60100,      8.52900,      8.59200,      0.39305677
       4.0026656,       10.935084,11.23111  ,10.50475  ,      10.0240,      9.77600,      9.76100,      9.67800,      9.72900,      0.19302581
       3.7705789,       11.032117,11.356947 ,10.564117 ,      10.0240,      9.72500,      9.66600,      9.62000,      9.66300,      0.16815031
       4.0083450,       10.527368,10.762141 ,10.167687 ,      9.78000,      9.57200,      9.53200,      9.50400,      9.53400,       0.0000000
      0.77632587,       11.245827,11.665241 ,10.700855 ,      9.99400,      9.60100,      9.50900,      9.47000,      9.51800,       0.0000000
       8.7164262,       11.423008,11.928708 ,10.786381 ,      9.96700,      9.53400,      9.41400,      9.37400,      9.41400,      0.14312056
       2.5588119,       11.268366,11.81242  ,10.599587 ,      9.72400,      9.23000,      9.12200,      9.06100,      9.11500,      0.43252131
       1.6409297,       11.253764,11.816415 ,10.581798 ,      9.76600,      9.18500,      9.07000,      8.98900,      9.05300,      0.39484576
       2.1589237,       10.897745,11.207839 ,10.449208 ,      9.95600,      9.66800,      9.62500,      9.56300,      9.59800,     0.056235288
      0.38961524,       11.173344,11.922234 ,10.362498 ,      9.26200,      8.46700,      8.32100,      8.24100,      8.36700,      0.34203688
       2.2515467,       10.961678,11.5759   ,10.244083 ,      9.30400,      8.80800,      8.63500,      8.54100,      8.62500,      0.42671342
      0.63097406,       11.533308,12.118154 ,10.834229 ,      9.93000,      9.35900,      9.21000,      9.14400,      9.24300,      0.46427413
       3.7878225,       10.798007,11.150169 ,10.308606 ,      9.72400,      9.45400,      9.36500,      9.32900,      9.36500,      0.15965760
       4.4736791,       11.076770,11.422844 ,10.579772 ,      9.99500,      9.67000,      9.59600,      9.55500,      9.58700,      0.15351683
      0.61843476,       11.059747,11.819829 ,10.237271 ,      9.11100,      8.37200,      8.19900,      8.13200,      8.26200,      0.36883583
       3.9763425,       11.160094,11.506224 ,10.675286 ,      10.1460,      9.84000,      9.76200,      9.73300,      9.76800,       0.0000000
       1.2103203,       11.284964,11.942487 ,10.534627 ,      9.53700,      8.95800,      8.81200,      8.70400,      8.81700,      0.35322667
       2.4135205,       11.153118,11.512211 ,10.657199 ,      10.0740,      9.79300,      9.69000,      9.68200,      9.72200,     0.083161776
       1.0658118,       11.513291,12.023356 ,10.875469 ,      10.0740,      9.55900,      9.47000,      9.41000,      9.46500,     0.053253567
       12.991700,       10.954609,11.486337 ,10.2977495,      9.48700,      8.92000,      8.85600,      8.78600,      8.83400,     0.083170375
       3.0333054,       10.599072,10.912077 ,10.153128 ,      9.67000,      9.32800,      9.33000,      9.25100,      9.28800,       0.0000000
       2.0185704,       11.325232,11.657751 ,10.848449 ,      10.3050,      10.0130,      9.96900,      9.92500,      9.95700,      0.29592374
      0.84383520,       11.421060,12.037717 ,10.692898 ,      9.72300,      9.13800,      8.98100,      8.91500,      8.99700,      0.67905967
       2.2720234,       11.345819,11.684046 ,10.872923 ,      10.3160,      10.0480,      10.0180,      9.95300,      9.99100,      0.22183913
       7.1533965,       11.969082,12.504245 ,11.309546 ,      10.4520,      10.0120,      9.92700,      9.88200,      9.93800,    0.0072214599
       3.1291245,       11.049541,11.527282 ,10.44613  ,      9.66300,      9.27200,      9.16800,      9.11500,      9.16900,       0.0000000
       2.5243836,       11.693569,12.099649 ,11.150905 ,      10.5340,      10.2180,      10.0930,      10.0760,      10.1340,       0.0000000
       2.4264676,       11.310889,11.588136 ,10.89057  ,      10.4200,      10.1870,      10.1270,      10.0940,      10.1060,      0.18244340
      0.25150058,       11.881714,12.72664  ,11.003294 ,      9.71200,      8.96400,      8.77100,      8.66900,      8.80600,      0.64381382
       5.3390728,       10.938937,11.265818 ,10.472396 ,      9.93300,      9.63100,      9.59500,      9.54700,      9.58400,     0.078799141
      0.49376052,       10.999785,11.686773 ,10.233913 ,      9.17900,      8.48400,      8.35200,      8.27500,      8.40800,     0.085102023
       4.6538745,       11.000442,11.384758 ,10.47701  ,      9.87400,      9.51200,      9.44500,      9.38900,      9.44600,      0.20788332
       9.8727717,       11.719188,12.348277 ,10.98603  ,      10.0730,      9.50700,      9.42400,      9.33800,      9.41700,      0.23343802
       5.0934416,       11.674057,12.069103 ,11.138264 ,      10.5290,      10.1570,      10.1120,      10.0690,      10.1090,     0.012801533
      0.54976056,       12.008747,12.540706 ,11.337473 ,      10.4620,      9.97200,      9.84300,      9.75900,      9.86000,      0.36994038
       2.5834703,       11.380762,11.697956 ,10.928936 ,      10.4370,      10.1620,      10.0980,      10.0550,      10.0970,      0.11448582
       1.8642904,       11.531868,11.834551 ,11.096675 ,      10.5960,      10.3990,      10.3280,      10.2810,      10.3090,     0.053591542
       1.1903728,       11.506992,11.728054 ,11.153675 ,      10.7740,      10.5890,      10.5250,      10.4690,      10.4820,      0.10864407
       2.0307033,       11.785027,12.249793 ,11.169985 ,      10.3760,      10.0110,      9.88600,      9.81900,      9.86000,      0.33287827
      0.20213229,       11.423196,12.359562 ,10.505241 ,      9.16600,      8.36800,      8.09500,      8.03900,      8.19000,      0.39959218
       2.2719354,       11.188480,11.468926 ,10.76791  ,      10.3100,      10.0500,      9.97700,      9.95600,      9.99200,    0.0028024078
       3.8593512,       10.531739,10.811445 ,10.120053 ,      9.67600,      9.44100,      9.37900,      9.32400,      9.36100,       0.0000000
       3.7313085,       11.021938,11.298574 ,10.611357 ,      10.1410,      9.90600,      9.87600,      9.82400,      9.85400,     0.069479176
       2.8228553,       11.069503,11.349229 ,10.6548605,      10.1780,      9.96100,      9.92600,      9.87600,      9.88800,      0.17828751
       1.0302601,       10.892274,11.556396 ,10.138425 ,      9.11000,      8.51800,      8.38700,      8.29200,      8.40300,      0.31367621
      0.98965044,       10.617045,11.183087 ,9.939761  ,      9.03300,      8.48300,      8.36100,      8.32400,      8.40900,      0.34472386
       1.0252541,       10.895057,11.578832 ,10.129726 ,      9.09800,      8.49900,      8.28900,      8.21900,      8.32800,      0.51071438
       2.6703795,       11.333530,11.63859  ,10.877971 ,      10.3770,      10.1260,      10.0320,      10.0110,      10.0460,      0.15969081
       1.3472194,       10.845613,11.447327 ,10.134653 ,      9.23100,      8.65200,      8.53000,      8.44800,      8.53200,      0.30445353
      0.36929886,       11.101257,11.978458 ,10.208267 ,      8.89100,      8.12100,      7.89400,      7.81000,      7.96800,      0.47035997
       8.7204423,       10.718536,11.13919  ,10.163507 ,      9.49000,      9.10900,      8.99000,      8.95000,      8.99200,     0.094635155
      0.38624782,       11.011300,11.845831 ,10.145203 ,      8.89700,      8.16200,      7.97200,      7.85000,      8.00500,      0.56650233
       7.3757675,       10.615607,10.994818 ,10.10362  ,      9.53000,      9.20200,      9.12800,      9.06600,      9.11200,       0.0000000
      0.81695275,       11.062814,11.611343 ,10.398267 ,      9.59000,      9.03700,      8.94600,      8.83100,      8.92600,      0.15348165
      0.81321790,       11.113716,11.732551 ,10.390847 ,      9.42900,      8.84500,      8.73500,      8.63400,      8.75500,      0.20636716
       1.5804808,       11.271134,11.818666 ,10.602929 ,      9.75000,      9.20400,      9.09000,      9.02500,      9.11100,      0.20835400
       3.2624566,       10.717966,11.007304 ,10.296127 ,      9.81500,      9.59600,      9.53400,      9.48300,      9.51300,      0.20399160
       2.5120270,       11.163366,11.645513 ,10.550004 ,      9.79600,      9.37400,      9.25300,      9.19900,      9.27100,     0.059673524
       1.7971615,       10.713200,11.102363 ,10.192926 ,      9.56900,      9.25500,      9.19800,      9.12200,      9.16800,     0.056565547
       3.8303979,       10.752263,11.1318865,10.235556 ,      9.64600,      9.25600,      9.19600,      9.15300,      9.19500,       0.0000000
       1.2422649,       11.535385,12.13335  ,10.827329 ,      9.91400,      9.33400,      9.17800,      9.14200,      9.23300,      0.13536879
       6.4544412,       11.255486,11.677011 ,10.701085 ,      10.0240,      9.67400,      9.55200,      9.48200,      9.52000,     0.027150601
       9.9308185,       10.794170,11.25906  ,10.194502 ,      9.47900,      9.01600,      8.92100,      8.86300,      8.89700,      0.17650753
      0.84843678,       10.843548,11.360041 ,10.205874 ,      9.39200,      8.89700,      8.79900,      8.72800,      8.80900,      0.11591800
       2.2609931,       10.940366,11.498323 ,10.266474 ,      9.41600,      8.85100,      8.71800,      8.66600,      8.74300,      0.31427411
      0.79158539,       11.347686,12.002375 ,10.598834 ,      9.62400,      9.02800,      8.83700,      8.75800,      8.89500,      0.36039186
       3.2295663,       10.934786,11.365633 ,10.372239 ,      9.71300,      9.33000,      9.21500,      9.18600,      9.24100,      0.17794293
      0.14674368,       11.723206,12.757235 ,10.742661 ,      9.27400,      8.40400,      8.11700,      8.05400,      8.17400,      0.90564080
       1.7328849,       10.910236,11.378831 ,10.35212  ,      9.60200,      9.23000,      9.09400,      9.04700,      9.08400,     0.089295544
       4.2779420,       11.002206,11.296775 ,10.571207 ,      10.0880,      9.82900,      9.76500,      9.72300,      9.75800,      0.11479249
       1.0255210,       11.081125,11.655554 ,10.395942 ,      9.52200,      8.92400,      8.80100,      8.73700,      8.82700,      0.18986398
      0.83392655,       11.185635,11.773031 ,10.490508 ,      9.57400,      9.01900,      8.89200,      8.81200,      8.93300,      0.26053332
      0.37313690,       11.312634,11.965031 ,10.562312 ,      9.59200,      8.87400,      8.73500,      8.67500,      8.77900,      0.12865705
      0.20642464,       11.052118,11.729076 ,10.288733 ,      9.24900,      8.56000,      8.43600,      8.36100,      8.43200,     0.099392244
       1.9006171,       10.838623,11.369648 ,10.191006 ,      9.34800,      8.85700,      8.74200,      8.67100,      8.75300,      0.11815629
       2.1261139,       10.910744,11.199567 ,10.490592 ,      10.0130,      9.77500,      9.72700,      9.66300,      9.69700,      0.28568192
      0.74709872,       11.206529,11.791749 ,10.514917 ,      9.63500,      9.07500,      8.94000,      8.85900,      8.97700,     0.029528926
      0.75235062,       11.078735,11.673047 ,10.377589 ,      9.46700,      8.83800,      8.73400,      8.64900,      8.75000,      0.12957035
       1.7936539,       10.886412,11.137526 ,10.500628 ,      10.0480,      9.87800,      9.79100,      9.77300,      9.79600,       0.0000000
       1.8111862,       11.182251,11.69464  ,10.51734  ,      9.68900,      9.19700,      9.06000,      8.96400,      9.03700,     0.043243591
      0.89615403,       10.951261,11.584269 ,10.22259  ,      9.23800,      8.66500,      8.54000,      8.44500,      8.56500,      0.48261889
      0.87578153,       11.284904,11.844632 ,10.606598 ,      9.70300,      9.13600,      9.01900,      8.96500,      9.02300,      0.29512088
       2.4350923,       11.257435,11.591387 ,10.798275 ,      10.2750,      9.95700,      9.92400,      9.86800,      9.90600,       0.0000000
       1.2305810,       10.912614,11.454242 ,10.24933  ,      9.46300,      8.90000,      8.79500,      8.68100,      8.75900,      0.36206601
       2.7559869,       11.302689,11.5758505,10.891501 ,      10.3920,      10.1790,      10.1230,      10.1230,      10.1460,       0.0000000
       3.7668919,       10.448008,10.674874 ,10.100289 ,      9.74300,      9.56900,      9.50400,      9.46100,      9.48900,       0.0000000
       7.5061572,       10.831841,11.223668 ,10.307407 ,      9.71700,      9.38000,      9.27800,      9.24300,      9.29200,       0.0000000
       3.6067168,       10.571525,10.824292 ,10.18402  ,      9.74700,      9.54300,      9.46700,      9.43500,      9.44700,      0.11827608
       1.4686592,       11.387987,11.922331 ,10.728725 ,      9.87600,      9.39000,      9.26300,      9.15700,      9.24000,      0.42368284
       3.9667276,       10.534408,10.8448305,10.089766 ,      9.60300,      9.33000,      9.25400,      9.23200,      9.27200,      0.15131328
      0.90307122,       11.468825,12.171955 ,10.684333 ,      9.60600,      9.01300,      8.81000,      8.74900,      8.88100,      0.37869926
      0.24802401,       12.469708,13.4712   ,11.48821  ,      9.96100,      9.12900,      8.90900,      8.76700,      8.89300,       1.2222454
      0.37644196,       12.050807,12.795389 ,11.229292 ,      10.0430,      9.37500,      9.18800,      9.10500,      9.22400,      0.75175036
      0.52183626,       11.346602,11.932504 ,10.671429 ,      9.79700,      9.24400,      9.10300,      9.01900,      9.12400,      0.30160131
      0.24386072,       11.675503,12.89375  ,10.608176 ,      9.03500,      8.19700,      7.90300,      7.79700,      7.99000,     0.024550998
       2.7983049,       10.979837,11.29962  ,10.498657 ,      9.95200,      9.67200,      9.53600,      8.90600,      8.84100,     0.019494574
       1.0508408,       10.909431,11.457011 ,10.240078 ,      9.37400,      8.84500,      8.75100,      8.65600,      8.73000,      0.27712450
      0.13912305,       11.103721,12.044369 ,10.174461 ,      8.85300,      7.99200,      7.77000,      7.66500,      7.80700,      0.21309922
      0.77180803,       11.127369,11.667309 ,10.464362 ,      9.61400,      9.05200,      8.96500,      8.88700,      8.95100,      0.38499396
       3.6611792,       11.115708,11.433543 ,10.659794 ,      10.1730,      9.85300,      9.83000,      9.77800,      9.82300,      0.12269609
       1.6777090,       10.902559,11.187119 ,10.481872 ,      9.99800,      9.76600,      9.72500,      9.67300,      9.69200,      0.18423610
      0.89327859,       11.114840,11.741691 ,10.379852 ,      9.39500,      8.82200,      8.66300,      8.57400,      8.66900,      0.37887055
      0.70728288,       11.393190,11.997182 ,10.679139 ,      9.74900,      9.20000,      9.04100,      8.94300,      9.04400,      0.38684504
      0.80318491,       11.032328,11.646071 ,10.318207 ,      9.37900,      8.85000,      8.68400,      8.57700,      8.68100,      0.38364410
      0.50496459,       11.037569,11.7898   ,10.216326 ,      9.06000,      8.32700,      8.15600,      8.05400,      8.17700,      0.61559057
      0.68535253,       11.518904,12.287231 ,10.684597 ,      9.53500,      8.86300,      8.68500,      8.55800,      8.67700,      0.55132754
      0.21116639,       11.342255,12.546835 ,10.301237 ,      8.74100,      7.81000,      7.56300,      7.38600,      7.60300,      0.91079403
      0.94635790,       10.900813,11.529537 ,10.170964 ,      9.16500,      8.61400,      8.50100,      8.37300,      8.47700,      0.40447938
      0.72989955,       11.388307,12.196577 ,10.5354805,      9.33100,      8.66000,      8.46200,      8.35300,      8.49500,      0.50868581
      0.27238485,       11.748975,12.661632 ,10.82412  ,      9.46100,      8.73400,      8.46000,      8.36000,      8.52200,      0.61043294
      0.95842262,       10.971264,11.602088 ,10.238828 ,      9.27600,      8.72800,      8.54500,      8.44800,      8.55700,      0.27925172
       1.9840500,       11.144164,11.665423 ,10.492609 ,      9.63700,      9.16500,      9.05800,      8.99400,      9.04600,      0.17946299
      0.49773049,       11.385009,11.93858  ,10.716347 ,      9.82600,      9.32800,      9.19000,      9.13600,      9.22800,      0.36016361
       1.4876039,       10.989447,11.411373 ,10.423212 ,      9.77700,      9.27700,      9.22100,      9.13700,      9.17600,       0.0000000
      0.98534449,       11.190350,11.704173 ,10.548419 ,      9.72300,      9.25200,      9.12000,      9.04300,      9.11000,     0.088360015
      0.39394437,       11.501521,12.3709545,10.610622 ,      9.35600,      8.62700,      8.43500,      8.30300,      8.47400,      0.97749137
      0.45132635,       11.737456,12.531978 ,10.882436 ,      9.61100,      8.94000,      8.75900,      8.60000,      8.70800,      0.75818563
      0.83264108,       11.683071,12.422629 ,10.865784 ,      9.71400,      9.09000,      8.92900,      8.79600,      8.91500,      0.89219426
      0.78932065,       11.289519,11.850663 ,10.602491 ,      9.71500,      9.18500,      9.06200,      8.96100,      9.04200,      0.29324400
      0.15691121,       12.286825,13.685456 ,11.138493 ,      9.37600,      8.44400,      8.13300,      7.97800,      8.17200,      0.56918276
      0.76894475,       12.066377,12.86678  ,11.20267  ,      9.90900,      9.27100,      9.03800,      8.95100,      9.04300,       1.0894042
       2.7943894,       11.585611,11.835516 ,11.186046 ,      10.7480,      10.5740,      10.4730,      10.4200,      10.4620,     0.020068533
       2.6051880,       10.892675,11.414695 ,10.252827 ,      9.50200,      8.99300,      8.83300,      8.77200,      8.85500,      0.10282070
      0.34354754,       11.339184,11.983833 ,10.593324 ,      9.59700,      8.92000,      8.78700,      8.70300,      8.81200,       0.0000000
      0.53524921,       11.845712,12.409044 ,11.158097 ,      10.2750,      9.68900,      9.59100,      9.52000,      9.59600,     0.080905920
       23.275825,       10.913498,11.751944 ,10.04153  ,      8.90300,      8.30900,      8.08300,      8.01500,      8.05100,      0.38511575
       1.0307232,       11.014608,11.629474 ,10.3019495,      9.33800,      8.72600,      8.63000,      8.57300,      8.66400,      0.24669881
       1.0477855,       11.699287,12.247459 ,11.027082 ,      10.2020,      9.62200,      9.50300,      9.45700,      9.54500,      0.32606242
       7.2498058,       11.770896,12.307575 ,11.112927 ,      10.3110,      9.82400,      9.73300,      9.68300,      9.76900,       0.0000000
       1.2475153,       11.731754,12.299048 ,11.051642 ,      10.1680,      9.68500,      9.53200,      9.47600,      9.57100,      0.24475234
      0.51117788,       11.798785,12.364987 ,11.108487 ,      10.1440,      9.63600,      9.52200,      9.45900,      9.55600,      0.32815374
      0.75606219,       11.256795,11.790898 ,10.596464 ,      9.77100,      9.24200,      9.13800,      9.05200,      9.14600,      0.23618024
      0.51120115,       11.112492,11.851285 ,10.3181925,      9.25100,      8.53500,      8.38300,      8.28500,      8.43600,      0.26936491
       2.1987257,       11.250354,11.515437 ,10.850125 ,      10.4100,      10.2540,      10.1750,      10.1170,      10.1490,     0.084958844
      0.60174572,       10.696890,11.437201 ,9.889188  ,      8.73900,      8.03000,      7.88300,      7.79200,      7.93700,      0.41087872
       1.0543019,       10.866275,11.464827 ,10.163557 ,      9.20600,      8.66100,      8.49400,      8.40800,      8.53200,      0.29129192
      0.93913340,       10.802177,11.39297  ,10.105114 ,      9.21300,      8.66600,      8.51400,      8.41100,      8.53300,      0.36934855
      0.98685251,       10.745413,11.292975 ,10.0763   ,      9.19600,      8.68900,      8.57900,      8.49900,      8.58200,      0.25886992
      0.38717197,       11.569775,12.324029 ,10.752074 ,      9.59300,      8.91700,      8.75900,      8.65100,      8.79400,      0.56544785
       10.052040,       11.014532,11.550283 ,10.379943 ,      9.64000,      9.15200,      9.06300,      8.99600,      9.05400,       0.0000000
      0.41531105,       11.479088,12.697096 ,10.403799 ,      8.67400,      7.71700,      7.38000,      7.17100,      7.39400,       1.7285734
      0.30845584,       11.330160,12.4227705,10.31304  ,      8.73100,      7.86100,      7.58200,      7.36400,      7.60000,       1.2238244
      0.83492302,       11.272982,11.946252 ,10.503397 ,      9.45900,      8.85900,      8.67400,      8.58300,      8.67800,      0.63604919
      0.69678281,       11.594245,12.250183 ,10.830889 ,      9.77200,      9.19900,      9.03000,      8.91100,      8.98000,      0.76921157
      0.27335610,       11.559347,12.854659 ,10.449074 ,      8.72100,      7.74500,      7.48500,      7.33500,      7.48100,       1.3668945
      0.34438826,       11.733373,12.6532135,10.801501 ,      9.39100,      8.56500,      8.31800,      8.19800,      8.29000,      0.85696147
      0.70189412,       11.666884,12.256519 ,10.961076 ,      10.0210,      9.46200,      9.32300,      9.27100,      9.36800,      0.29795618
       2.9011735,       10.822735,11.1351   ,10.369108 ,      9.83000,      9.52000,      9.48400,      9.45300,      9.47600,       0.0000000
       2.5683222,       11.310903,11.809712 ,10.677496 ,      9.84600,      9.36600,      9.25100,      9.21800,      9.27400,      0.23294209
      0.73380172,       10.936681,11.555204 ,10.206891 ,      9.21900,      8.60500,      8.47200,      8.38500,      8.46400,      0.40911217
       1.6825516,       11.134787,11.446591 ,10.682664 ,      10.1540,      9.90400,      9.87100,      9.82400,      9.85400,     0.018491648
      0.76908931,       11.358869,11.988744 ,10.62765  ,      9.69000,      9.10200,      8.93900,      8.85700,      8.96400,      0.43232120
      0.91174974,       10.806966,11.350011 ,10.1415   ,      9.30700,      8.75200,      8.67300,      8.55800,      8.64500,      0.28974445
      0.79406350,       11.012422,11.599764 ,10.318719 ,      9.37400,      8.86500,      8.74400,      8.67100,      8.75600,      0.35182818
      0.72946879,       11.531661,12.123566 ,10.826043 ,      9.90000,      9.33400,      9.22300,      9.15300,      9.25800,      0.28238267
      0.32116794,       11.576830,12.277607 ,10.7916355,      9.70700,      9.01300,      8.85800,      8.77000,      8.89100,      0.23810433
       2.1159133,       10.784237,11.051997 ,10.38851  ,      9.93100,      9.75500,      9.64000,      9.62500,      9.64400,      0.14090316
       2.9994648,       10.889228,11.144126 ,10.505313 ,      10.0710,      9.89000,      9.80800,      9.77200,      9.79400,      0.10657596
       1.6565077,       11.310831,11.842075 ,10.656187 ,      9.79500,      9.30600,      9.17600,      9.14300,      9.21800,      0.33170144
       2.1395995,       10.654220,10.9143915,10.267224 ,      9.83000,      9.62300,      9.58200,      9.52100,      9.55200,      0.15302124
       3.3343411,       10.534498,10.767677 ,10.173792 ,      9.77000,      9.57100,      9.48800,      9.47200,      9.49300,       0.0000000
      0.61430003,       11.611705,12.303503 ,10.833338 ,      9.74900,      9.14700,      8.97800,      8.87800,      8.98600,      0.67442090
      0.83309769,       11.012974,11.606669 ,10.310356 ,      9.37700,      8.82800,      8.70000,      8.61200,      8.72100,      0.32310718
       1.0424230,       11.667531,12.280078 ,10.941514 ,      9.97400,      9.37100,      9.31000,      9.18500,      9.26600,      0.45248390
      0.77091966,       11.079589,11.728067 ,10.333386 ,      9.35600,      8.75000,      8.58300,      8.50300,      8.62600,      0.43281778
      0.20036147,       11.579305,12.485725 ,10.662027 ,      9.34000,      8.51800,      8.30100,      8.20700,      8.32200,      0.54572616
      0.52055818,       11.316605,12.072545 ,10.4952135,      9.34800,      8.70100,      8.48200,      8.36300,      8.48000,      0.64918565
       4.7207196,       10.524655,10.806379 ,10.112461 ,      9.66200,      9.36000,      9.30700,      9.27000,      9.29000,      0.26292923
      0.72731313,       11.493768,12.119989 ,10.759932 ,      9.78300,      9.19200,      9.06300,      8.98000,      9.08700,      0.46498779
      0.90597345,       11.483945,12.096152 ,10.75955  ,      9.80800,      9.20400,      9.06400,      8.99400,      9.07100,      0.48276064
       1.0119141,       10.874372,11.508905 ,10.13973  ,      9.18600,      8.55700,      8.46300,      8.34500,      8.44600,      0.34294736
       1.9014879,       11.166918,11.438913 ,10.753026 ,      10.2620,      10.0860,      10.0140,      9.95600,      9.97000,      0.49717447
       1.8240940,       11.426468,12.095329 ,10.665572 ,      9.65900,      9.10900,      8.93300,      8.85500,      8.96500,      0.52627867
      0.98385137,       11.056052,11.700792 ,10.310546 ,      9.30100,      8.64000,      8.54800,      8.46600,      8.55800,      0.39415341
       1.0133422,       11.058945,11.754314 ,10.284203 ,      9.25200,      8.65800,      8.45000,      8.33900,      8.47800,      0.44647812
       3.0364393,       10.591521,10.873069 ,10.180051 ,      9.69600,      9.45200,      9.39500,      9.36000,      9.37500,      0.31445274
      0.57204506,       11.055407,11.904023 ,10.176436 ,      8.93700,      8.21700,      7.94000,      7.86600,      8.01100,      0.95983159
       1.0150452,       11.003940,11.711378 ,10.2154455,      9.13800,      8.54900,      8.35300,      8.22800,      8.34800,      0.48500999
      0.75261093,       10.925198,11.586765 ,10.167057 ,      9.12700,      8.52600,      8.30200,      8.26600,      8.34900,      0.59958035
      0.29801402,       11.564341,12.5871525,10.5925665,      9.17300,      8.32400,      8.06600,      7.96600,      8.14000,      0.77783846
      0.70394963,       11.302013,11.834447 ,10.652142 ,      9.79300,      9.31600,      9.19800,      9.13400,      9.20200,      0.13116532
      0.75322335,       11.287520,11.925233 ,10.543045 ,      9.55100,      8.95300,      8.78700,      8.70500,      8.80200,      0.43208666
      0.91862263,       10.915579,11.543968 ,10.182977 ,      9.22200,      8.62300,      8.47700,      8.39000,      8.48200,      0.46497545
      0.83902572,       11.450190,11.950468 ,10.80455  ,      9.97100,      9.51900,      9.36700,      9.28400,      9.33000,      0.15583528
      0.55708160,       11.062040,11.881973 ,10.2053585,      8.99800,      8.21500,      8.05600,      8.11100,      8.10300,      0.63100552
      0.48256397,       11.145733,11.919786 ,10.306517 ,      9.11400,      8.38600,      8.18500,      8.08700,      8.17500,      0.73799209
      0.38528423,       11.192450,12.029908 ,10.318639 ,      9.06900,      8.26300,      8.10700,      8.11300,      8.09600,      0.63921060
      0.44662379,       11.679790,12.41691  ,10.865146 ,      9.70700,      9.01600,      8.83500,      8.76400,      8.86800,      0.82588199
      0.19468824,       11.474422,12.358855 ,10.566532 ,      9.27000,      8.47200,      8.25100,      8.13700,      8.20000,      0.80082634
       1.1697264,       11.436445,12.103462 ,10.670715 ,      9.60800,      8.99400,      8.84400,      8.78100,      8.85500,      0.44349581
       1.6220852,       10.862316,11.49327  ,10.129231 ,      9.15700,      8.60200,      8.44300,      8.34600,      8.43800,      0.43290575
      0.52899799,       11.112038,11.966588 ,10.232948 ,      8.95000,      8.18800,      7.99700,      7.87000,      8.03500,      0.90266843
       1.2223771,       10.908472,11.573876 ,10.149973 ,      9.15700,      8.51800,      8.34600,      8.26200,      8.35900,      0.47273950
      0.60230217,       11.377316,12.323123 ,10.433406 ,      9.04600,      8.18000,      7.97800,      7.84000,      7.96400,       1.2485019
      0.90095833,       11.147385,11.90675  ,10.321628 ,      9.13000,      8.47700,      8.32100,      8.20200,      8.33000,      0.95897694
      0.86650243,       11.299436,12.149249 ,10.410701 ,      9.11000,      8.39600,      8.21500,      8.07500,      8.15800,       1.3699646
       4.6321432,       11.567593,11.915929 ,11.073143 ,      10.5480,      10.2370,      10.1150,      10.0910,      10.1370,       0.0000000
       1.4110360,       11.920553,12.397144 ,11.299669 ,      10.5220,      10.0400,      9.92400,      9.88900,      9.95200,     0.058992642
       2.1000565,       10.442741,10.680082 ,10.07993  ,      9.69100,      9.53800,      9.45000,      9.41300,      9.44200,       0.0000000
