Teff,logg,MH,std_Teff,std_logg,std_MH
4733.269205729167,2.530770937601725,-0.06340446571509044,25.55617932638748,0.0516187128014733,0.014645820983867302
4682.23828125,2.8484845956166587,0.08335093532999356,43.594871924033875,0.05948460621734627,0.033031403987649914
4733.598470052083,3.017280340194702,-0.10895418127377827,99.5292975108619,0.0829981475045901,0.02591514174807824
4779.843424479167,2.4499643643697104,-0.21314304570357004,47.16317278959571,0.04891717787689695,0.010078385273048518
4820.615071614583,3.2346486250559487,-0.24222536385059357,53.001095440078316,0.012756456880957256,0.011726676967259974
5051.270670572917,2.502760171890259,-0.6467113097508749,40.911672390305576,0.036255186781952914,0.01887923851602267
4547.67529296875,2.322688659032186,0.051821282133460045,1.850902369947972,0.041498864410855756,0.019171854177521007
4244.438313802083,1.6462650299072266,-0.4052176773548126,49.56173440139605,0.03249745487334613,0.02429325166012647
4775.373372395833,3.127725124359131,-0.023632586390400927,30.70835518027451,0.047920319134934324,0.023295877997014266
3950.592529296875,1.268771767616272,-0.13456931337714195,13.268729963450697,0.0671219297858802,0.05891821803094251
4992.155924479167,2.46411124865214,-0.49790048599243164,27.141669035206668,0.05954775126611951,0.02009951005370181
4739.78564453125,2.53881573677063,0.0672363576789697,36.77743693951243,0.0495468372868466,0.02808627782289593
6177.717610677083,4.214235305786133,-0.08834427346785863,33.357252868128505,0.030716043855629312,0.011915343797726994
5718.182291666667,4.147866566975911,-0.05799644999206066,29.15883826783178,0.021753850236219095,0.02650348114971247
3907.51513671875,1.1727464199066162,-0.2874514361222585,24.84851062275118,0.03705595506167109,0.08252677195688607
4866.370768229167,2.7415793736775718,-0.34168978532155353,14.965575799927302,0.06818946830017213,0.01593678446531333
4555.270345052083,2.439685026804606,0.1831031342347463,43.16509648085288,0.10847735908767797,0.017870476025863762
4754.993815104167,2.6083651383717856,-0.13708862910668054,40.486832091707875,0.03791140662379801,0.014884930920831155
4506.512532552083,2.143443743387858,-0.43093666434288025,44.79328220204124,0.07824652091605531,0.026254460650455353
5801.142252604167,4.170934995015462,-0.0009393142536282539,45.72437422715647,0.030756862446661173,0.032074420503656685
4905.39501953125,2.392451365788778,-0.48242990175882977,43.137342673314826,0.07681739310039905,0.017323819661953628
3832.3028157552085,1.0816670656204224,-0.4574400782585144,67.0819040315014,0.08271106974640399,0.06536867379923884
5903.465657552083,4.35360320409139,0.019016882715125877,70.76010820020281,0.019520424881747014,0.007805691559361732
4783.269694010417,2.495094378789266,-0.3399178783098857,27.319828363563307,0.06603373728476525,0.01114987659070059
4290.068359375,1.8492096662521362,-0.37848226229349774,57.00393147880703,0.04731016661672969,0.04577663060817831
6504.581705729167,4.013432264328003,-0.050871401404341064,41.885354018051856,0.05640005531051143,0.03617933581942087
3720.7486165364585,0.5028863052527109,-0.45769797762235004,48.154503347472996,0.07512607236910093,0.07114950279386272
4768.251790364583,2.503319263458252,-0.13351408888896307,48.99141773875041,0.03278094145013565,0.01653741622237687
6305.884765625,4.098026752471924,-0.14606681217749914,74.74025303734429,0.04229246411355758,0.04519623175701459
6178.710774739583,3.797278960545858,-0.3517386217912038,51.599316250064255,0.055486367358976364,0.053180664143951624
6410.2236328125,4.150361855824788,-0.1585685759782791,39.71059305153101,0.047585174424016184,0.009761386660710495
6404.09716796875,4.055245081583659,-0.20273387928803763,44.373078361059136,0.01850964250917586,0.03073560870746054
4851.80078125,2.5461908181508384,-0.08622783919175465,39.44067358153968,0.023279109802858293,0.012229337829278706
4673.574544270833,2.6237006187438965,-0.03389651390413443,48.10539792691895,0.045385568042686245,0.01841801817056585
3486.7162272135415,0.3744516968727112,-0.3513144552707672,35.74245023833511,0.10276866864239997,0.05792032885891992
4616.13427734375,2.808923085530599,0.05178998410701752,48.45134294634769,0.03374987842392278,0.02579195140385659
5720.84521484375,4.5786919593811035,-0.19305949409802756,48.55273855384193,0.009540312170726364,0.0195779248636233
4912.794596354167,2.4697407881418862,-0.42796287933985394,52.679185085750525,0.029576749575974302,0.018394698557393896
4521.058756510417,2.347143809000651,0.016168425980140455,39.67768064025768,0.060223879731739406,0.019105768968472697
6373.4345703125,4.2234829266866045,-0.16561815639336905,56.56889727474287,0.023416796733647015,0.011912768780332946
5219.3857421875,4.539190769195557,-0.11393017197648685,25.713270642729416,0.012259777844023637,0.04179489823846275
3872.3619791666665,0.7110935648282369,-0.453195462624232,38.02686098629686,0.02468237532913197,0.07665929554161822
5101.652506510417,4.628183205922444,-0.2650866111119588,68.27879643846478,0.02719128417356381,0.0025614867588625734
3995.0541178385415,1.2114450931549072,-0.6963276664415995,28.849736396199386,0.06217905797870456,0.02100242911349903
6617.29052734375,3.8705761432647705,-0.10163525491952896,43.52856910448523,0.04032883653315544,0.020510676407924793
5078.775553385417,3.365671078364054,-0.15270588671167692,25.135284072519923,0.05616337696726016,0.06697172297714526
4552.8896484375,2.733177979787191,-0.9675992528597513,53.5042878019179,0.07448835833949258,0.11436888374304964
6368.049641927083,4.066371440887451,-0.10596702247858047,72.61082827575315,0.039267028773612156,0.03443807486955041
4411.129069010417,1.9429746468861897,-0.43619194626808167,36.57632942541716,0.059516223008466825,0.038790364918105516
4573.825032552083,1.9774439732233684,-0.79781440893809,61.017438869023614,0.057928886065621604,0.016590201017482865
6205.476399739583,4.114083925882976,-0.07521134863297145,74.77069188612396,0.008172876834410309,0.03004654175934228
